Date,Device,TrafficSource,Sessions,Orders,Revenue,Returns,BounceRate
2025-12-16,Mobile,Social,452,5,541.24,0,0.514
2025-12-16,Mobile,Referral,317,5,432.74,0,0.391
2025-12-16,Desktop,Paid Search,505,21,1988.69,1,0.52
2025-12-16,Desktop,Organic Search,499,17,1610.91,1,0.399
2025-12-16,Desktop,Email,308,9,771.51,0,0.33
2025-12-16,Desktop,Social,328,13,1069.89,2,0.437
2025-12-16,Desktop,Referral,265,3,257.89,0,0.574
2025-12-16,Tablet,Paid Search,243,7,307.39,0,0.287
2025-12-16,Tablet,Organic Search,214,9,569.25,0,0.285
2025-12-16,Tablet,Email,124,2,134.03,0,0.445
2025-12-16,Tablet,Social,153,5,435.85,0,0.443
2025-12-16,Tablet,Referral,105,3,209.33,0,0.386
2025-12-17,Mobile,Paid Search,732,9,724.08,0,0.51
2025-12-17,Mobile,Organic Search,599,13,875.89,0,0.401
2025-12-17,Mobile,Email,383,10,818.98,2,0.597
2025-12-17,Mobile,Social,472,6,356.73,0,0.456
2025-12-17,Mobile,Referral,326,6,305.45,0,0.12
2025-12-17,Desktop,Paid Search,522,16,1690.84,0,0.445
2025-12-17,Desktop,Organic Search,500,15,1313.08,0,0.374
2025-12-17,Desktop,Email,296,13,1297.52,0,0.3
2025-12-17,Desktop,Social,330,5,317.13,0,0.296
2025-12-17,Desktop,Referral,246,5,436.11,1,0.5
2025-12-17,Tablet,Paid Search,244,8,719.08,0,0.179
2025-12-17,Tablet,Organic Search,217,7,662.55,0,0.404
2025-12-17,Tablet,Email,136,5,369.85,1,0.577
2025-12-17,Tablet,Social,148,5,443.52,0,0.401
2025-12-17,Tablet,Referral,112,2,197.29,0,0.238
2025-12-18,Mobile,Paid Search,697,12,1147.67,4,0.263
2025-12-18,Mobile,Organic Search,653,12,947.98,0,0.54
2025-12-18,Mobile,Email,393,9,1017.67,0,0.407
2025-12-18,Mobile,Social,464,11,966.43,0,0.473
2025-12-18,Mobile,Referral,331,4,307.62,1,0.667
2025-12-18,Desktop,Paid Search,526,16,1275.09,0,0.302
2025-12-18,Desktop,Organic Search,478,20,1696.82,0,0.47
2025-12-18,Desktop,Email,265,8,610.87,0,0.291
2025-12-18,Desktop,Social,350,10,1015.69,0,0.438
2025-12-18,Desktop,Referral,239,9,667.04,0,0.514
2025-12-18,Tablet,Paid Search,245,7,608.79,0,0.469
2025-12-18,Tablet,Organic Search,206,8,432.8,0,0.492
2025-12-18,Tablet,Email,128,4,338.85,0,0.497
2025-12-18,Tablet,Social,156,3,322.94,0,0.447
2025-12-18,Tablet,Referral,108,4,264.52,0,0.458
2025-12-19,Mobile,Paid Search,652,21,2297.22,0,0.373
2025-12-19,Mobile,Organic Search,626,8,886.29,1,0.453
2025-12-19,Mobile,Email,385,14,1377.62,1,0.412
2025-12-19,Mobile,Social,454,11,466.09,2,0.569
2025-12-19,Mobile,Referral,324,11,1168.39,0,0.405
2025-12-19,Desktop,Paid Search,533,17,1859.07,2,0.485
2025-12-19,Desktop,Organic Search,474,4,117.9,1,0.538
2025-12-19,Desktop,Email,278,6,560.24,0,0.46
2025-12-19,Desktop,Social,331,7,607.06,0,0.445
2025-12-19,Desktop,Referral,254,3,160.55,0,0.548
2025-12-19,Tablet,Paid Search,224,4,393.82,0,0.467
2025-12-19,Tablet,Organic Search,205,6,526.78,0,0.323
2025-12-19,Tablet,Email,132,4,203.95,0,0.389
2025-12-19,Tablet,Social,161,6,351.2,0,0.452
2025-12-19,Tablet,Referral,118,1,79.63,1,0.327
2025-12-20,Mobile,Paid Search,669,14,981.09,0,0.454
2025-12-20,Mobile,Organic Search,632,15,1350.4,1,0.354
2025-12-20,Mobile,Email,391,7,562.84,0,0.635
2025-12-20,Mobile,Social,455,6,652.64,0,0.469
2025-12-20,Mobile,Referral,308,5,528.05,0,0.283
2025-12-20,Desktop,Paid Search,505,11,880.96,0,0.471
2025-12-20,Desktop,Organic Search,496,13,1097.74,0,0.325
2025-12-20,Desktop,Email,308,9,601.03,1,0.454
2025-12-20,Desktop,Social,318,8,589.36,0,0.472
2025-12-20,Desktop,Referral,259,5,398.17,0,0.307
2025-12-20,Tablet,Paid Search,244,6,493.24,0,0.434
2025-12-20,Tablet,Organic Search,221,2,114.21,0,0.428
2025-12-20,Tablet,Email,124,2,223.61,0,0.285
2025-12-20,Tablet,Social,140,3,235.06,0,0.278
2025-12-20,Tablet,Referral,113,3,166.94,0,0.335
2025-12-21,Mobile,Paid Search,641,11,529.9,0,0.453
2025-12-21,Mobile,Organic Search,660,7,548.38,2,0.371
2025-12-21,Mobile,Email,440,14,1191.3,0,0.467
2025-12-21,Mobile,Social,460,11,535.05,2,0.302
2025-12-21,Mobile,Referral,364,7,626.75,0,0.524
2025-12-21,Desktop,Paid Search,537,17,1548.65,1,0.42
2025-12-21,Desktop,Organic Search,458,9,588.24,0,0.426
2025-12-21,Desktop,Email,276,4,333.73,0,0.413
2025-12-21,Desktop,Social,328,6,530.03,0,0.398
2025-12-21,Desktop,Referral,253,8,709.2,1,0.482
2025-12-21,Tablet,Paid Search,234,4,239.62,0,0.361
2025-12-21,Tablet,Organic Search,224,2,152.13,1,0.395
2025-12-21,Tablet,Email,120,4,304.51,0,0.553
2025-12-21,Tablet,Social,163,3,121.05,1,0.453
2025-12-21,Tablet,Referral,101,2,177.64,0,0.381
2025-12-22,Mobile,Paid Search,707,15,730.5,2,0.605
2025-12-22,Mobile,Organic Search,627,18,2164.18,0,0.319
2025-12-22,Mobile,Email,354,6,538.99,0,0.465
2025-12-22,Mobile,Social,472,13,853.02,3,0.464
2025-12-22,Mobile,Referral,316,2,142.8,0,0.361
2025-12-22,Desktop,Paid Search,510,21,932.66,2,0.417
2025-12-22,Desktop,Organic Search,493,10,1059.17,0,0.475
2025-12-22,Desktop,Email,310,16,1816.64,0,0.343
2025-12-22,Desktop,Social,291,11,423.68,0,0.467
2025-12-22,Desktop,Referral,246,2,134.67,0,0.424
2025-12-22,Tablet,Paid Search,237,8,646.41,0,0.378
2025-12-22,Tablet,Organic Search,218,8,499.29,0,0.503
2025-12-22,Tablet,Email,127,3,325.03,0,0.463
2025-12-22,Tablet,Social,155,5,181.65,0,0.396
2025-12-22,Tablet,Referral,117,1,93.9,0,0.34
2025-12-23,Mobile,Paid Search,633,20,1151.51,2,0.465
2025-12-23,Mobile,Organic Search,616,12,831.81,2,0.444
2025-12-23,Mobile,Email,397,15,1591.85,4,0.56
2025-12-23,Mobile,Social,430,9,662.18,1,0.495
2025-12-23,Mobile,Referral,337,7,565.99,0,0.435
2025-12-23,Desktop,Paid Search,505,14,579.02,2,0.435
2025-12-23,Desktop,Organic Search,476,14,997.47,2,0.553
2025-12-23,Desktop,Email,306,13,920.68,0,0.511
2025-12-23,Desktop,Social,342,9,883.68,1,0.606
2025-12-23,Desktop,Referral,253,5,419.59,0,0.394
2025-12-23,Tablet,Paid Search,263,4,313.02,0,0.494
2025-12-23,Tablet,Organic Search,212,4,440.81,0,0.445
2025-12-23,Tablet,Email,133,5,298.5,0,0.458
2025-12-23,Tablet,Social,129,0,0.0,0,0.489
2025-12-23,Tablet,Referral,109,2,86.41,0,0.34
2025-12-24,Mobile,Paid Search,746,18,1242.2,0,0.484
2025-12-24,Mobile,Organic Search,741,22,1122.23,0,0.447
2025-12-24,Mobile,Email,421,8,656.19,0,0.355
2025-12-24,Mobile,Social,445,7,362.34,0,0.555
2025-12-24,Mobile,Referral,322,6,488.81,2,0.27
2025-12-24,Desktop,Paid Search,545,16,1426.35,1,0.436
2025-12-24,Desktop,Organic Search,451,12,1330.46,2,0.299
2025-12-24,Desktop,Email,289,11,975.03,0,0.589
2025-12-24,Desktop,Social,315,6,368.84,1,0.379
2025-12-24,Desktop,Referral,262,2,116.89,0,0.421
2025-12-24,Tablet,Paid Search,241,3,314.74,0,0.572
2025-12-24,Tablet,Organic Search,211,9,916.33,1,0.281
2025-12-24,Tablet,Email,119,2,157.69,0,0.498
2025-12-24,Tablet,Social,143,3,224.45,0,0.412
2025-12-24,Tablet,Referral,114,3,284.53,0,0.378
2025-12-25,Mobile,Paid Search,684,26,988.63,4,0.391
2025-12-25,Mobile,Organic Search,603,10,511.97,0,0.599
2025-12-25,Mobile,Email,403,12,970.2,2,0.307
2025-12-25,Mobile,Social,448,11,855.45,1,0.212
2025-12-25,Mobile,Referral,314,3,254.2,0,0.562
2025-12-25,Desktop,Paid Search,542,9,849.83,0,0.236
2025-12-25,Desktop,Organic Search,453,12,1025.34,1,0.49
2025-12-25,Desktop,Email,283,11,927.84,1,0.393
2025-12-25,Desktop,Social,340,6,484.44,0,0.501
2025-12-25,Desktop,Referral,261,4,393.17,1,0.419
2025-12-25,Tablet,Paid Search,245,1,100.31,0,0.444
2025-12-25,Tablet,Organic Search,200,8,543.27,1,0.329
2025-12-25,Tablet,Email,146,3,273.52,0,0.378
2025-12-25,Tablet,Social,145,1,65.63,0,0.446
2025-12-25,Tablet,Referral,109,1,98.96,0,0.531
2025-12-26,Mobile,Paid Search,669,14,1010.94,0,0.25
2025-12-26,Mobile,Organic Search,585,11,716.48,0,0.274
2025-12-26,Mobile,Email,361,10,781.4,0,0.511
2025-12-26,Mobile,Social,460,8,364.12,0,0.546
2025-12-26,Mobile,Referral,370,11,889.94,0,0.324
2025-12-26,Desktop,Paid Search,550,18,1437.99,2,0.546
2025-12-26,Desktop,Organic Search,470,6,683.54,0,0.316
2025-12-26,Desktop,Email,286,10,763.08,0,0.531
2025-12-26,Desktop,Social,342,7,597.86,1,0.538
2025-12-26,Desktop,Referral,235,5,409.14,1,0.256
2025-12-26,Tablet,Paid Search,255,8,785.53,0,0.499
2025-12-26,Tablet,Organic Search,214,3,247.11,0,0.592
2025-12-26,Tablet,Email,126,4,398.88,3,0.486
2025-12-26,Tablet,Social,155,6,266.5,0,0.478
2025-12-26,Tablet,Referral,111,1,81.0,0,0.441
2025-12-27,Mobile,Paid Search,687,10,587.93,0,0.294
2025-12-27,Mobile,Organic Search,652,19,1207.6,0,0.379
2025-12-27,Mobile,Email,419,14,786.45,1,0.523
2025-12-27,Mobile,Social,452,13,1080.92,1,0.507
2025-12-27,Mobile,Referral,321,6,403.12,0,0.356
2025-12-27,Desktop,Paid Search,508,13,1136.31,3,0.368
2025-12-27,Desktop,Organic Search,511,15,1658.68,2,0.305
2025-12-27,Desktop,Email,269,9,679.94,1,0.444
2025-12-27,Desktop,Social,327,7,659.72,0,0.519
2025-12-27,Desktop,Referral,259,6,698.81,0,0.395
2025-12-27,Tablet,Paid Search,229,7,394.8,3,0.204
2025-12-27,Tablet,Organic Search,219,5,293.97,0,0.497
2025-12-27,Tablet,Email,123,3,402.63,0,0.34
2025-12-27,Tablet,Social,150,1,88.82,0,0.484
2025-12-27,Tablet,Referral,110,1,54.5,0,0.386
2025-12-28,Mobile,Paid Search,672,12,1145.46,0,0.454
2025-12-28,Mobile,Organic Search,623,12,1173.36,0,0.473
2025-12-28,Mobile,Email,384,9,779.43,0,0.369
2025-12-28,Mobile,Social,455,9,917.7,0,0.567
2025-12-28,Mobile,Referral,328,3,340.5,1,0.437
2025-12-28,Desktop,Paid Search,539,14,1193.57,0,0.539
2025-12-28,Desktop,Organic Search,460,8,443.21,0,0.44
2025-12-28,Desktop,Email,301,9,849.48,2,0.59
2025-12-28,Desktop,Social,334,8,1118.12,0,0.488
2025-12-28,Desktop,Referral,248,5,455.33,3,0.525
2025-12-28,Tablet,Paid Search,226,4,201.97,0,0.486
2025-12-28,Tablet,Organic Search,203,5,293.24,1,0.331
2025-12-28,Tablet,Email,149,6,610.46,0,0.273
2025-12-28,Tablet,Social,165,4,280.88,0,0.366
2025-12-28,Tablet,Referral,104,2,92.34,0,0.33
2025-12-29,Mobile,Paid Search,729,19,1257.53,2,0.271
2025-12-29,Mobile,Organic Search,609,6,256.24,1,0.509
2025-12-29,Mobile,Email,402,5,459.9,0,0.316
2025-12-29,Mobile,Social,477,10,486.67,0,0.269
2025-12-29,Mobile,Referral,312,5,349.96,0,0.407
2025-12-29,Desktop,Paid Search,501,20,1381.49,3,0.449
2025-12-29,Desktop,Organic Search,513,10,659.92,1,0.535
2025-12-29,Desktop,Email,302,11,959.53,2,0.38
2025-12-29,Desktop,Social,329,11,681.04,1,0.389
2025-12-29,Desktop,Referral,241,6,600.97,0,0.327
2025-12-29,Tablet,Paid Search,218,5,386.93,0,0.255
2025-12-29,Tablet,Organic Search,229,6,506.36,1,0.534
2025-12-29,Tablet,Email,127,6,246.35,1,0.379
2025-12-29,Tablet,Social,162,1,88.18,0,0.338
2025-12-29,Tablet,Referral,110,1,88.06,0,0.426
2025-12-30,Mobile,Paid Search,723,12,1351.21,3,0.283
2025-12-30,Mobile,Organic Search,671,17,1736.05,0,0.302
2025-12-30,Mobile,Email,393,4,388.52,0,0.491
2025-12-30,Mobile,Social,413,7,602.59,0,0.349
2025-12-30,Mobile,Referral,337,9,556.33,0,0.389
2025-12-30,Desktop,Paid Search,484,13,1115.23,0,0.304
2025-12-30,Desktop,Organic Search,454,10,1003.01,0,0.384
2025-12-30,Desktop,Email,302,12,964.26,0,0.355
2025-12-30,Desktop,Social,330,10,700.17,0,0.405
2025-12-30,Desktop,Referral,239,14,1464.82,0,0.566
2025-12-30,Tablet,Paid Search,227,5,286.1,0,0.499
2025-12-30,Tablet,Organic Search,224,8,541.41,0,0.553
2025-12-30,Tablet,Email,120,1,95.99,0,0.388
2025-12-30,Tablet,Social,150,1,84.07,0,0.352
2025-12-30,Tablet,Referral,111,4,401.17,0,0.367
2025-12-31,Mobile,Paid Search,679,17,2112.25,1,0.477
2025-12-31,Mobile,Organic Search,636,18,1275.63,0,0.487
2025-12-31,Mobile,Email,338,7,712.48,0,0.397
2025-12-31,Mobile,Social,471,6,447.91,0,0.566
2025-12-31,Mobile,Referral,344,10,570.28,0,0.54
2025-12-31,Desktop,Paid Search,546,10,1095.71,0,0.516
2025-12-31,Desktop,Organic Search,493,8,790.7,1,0.306
2025-12-31,Desktop,Email,289,11,984.18,0,0.36
2025-12-31,Desktop,Social,355,11,860.21,0,0.419
2025-12-31,Desktop,Referral,239,6,507.84,1,0.379
2025-12-31,Tablet,Paid Search,250,8,740.87,1,0.472
2025-12-31,Tablet,Organic Search,231,3,333.19,0,0.327
2025-12-31,Tablet,Email,133,2,191.68,0,0.398
2025-12-31,Tablet,Social,148,6,617.98,1,0.492
2025-12-31,Tablet,Referral,124,3,213.67,0,0.402
2026-01-01,Mobile,Paid Search,729,15,1529.72,0,0.182
2026-01-01,Mobile,Organic Search,627,11,795.28,2,0.319
2026-01-01,Mobile,Email,407,12,1110.72,1,0.498
2026-01-01,Mobile,Social,457,8,742.18,0,0.585
2026-01-01,Mobile,Referral,326,10,798.05,2,0.514
2026-01-01,Desktop,Paid Search,502,7,450.66,0,0.401
2026-01-01,Desktop,Organic Search,484,12,1119.52,1,0.674
2026-01-01,Desktop,Email,271,5,525.21,0,0.428
2026-01-01,Desktop,Social,327,8,826.0,1,0.314
2026-01-01,Desktop,Referral,238,4,401.83,0,0.418
2026-01-01,Tablet,Paid Search,237,4,183.49,0,0.343
2026-01-01,Tablet,Organic Search,217,2,127.23,1,0.538
2026-01-01,Tablet,Email,140,3,271.25,0,0.456
2026-01-01,Tablet,Social,155,6,449.3,0,0.307
2026-01-01,Tablet,Referral,114,4,279.67,0,0.474
2026-01-02,Mobile,Paid Search,715,16,1296.42,2,0.548
2026-01-02,Mobile,Organic Search,622,24,2121.8,0,0.404
2026-01-02,Mobile,Email,377,11,853.55,0,0.442
2026-01-02,Mobile,Social,426,4,198.66,1,0.3
2026-01-02,Mobile,Referral,303,10,612.11,1,0.501
2026-01-02,Desktop,Paid Search,519,11,881.01,0,0.448
2026-01-02,Desktop,Organic Search,484,11,1075.25,0,0.529
2026-01-02,Desktop,Email,287,9,1005.66,1,0.335
2026-01-02,Desktop,Social,328,6,527.61,0,0.462
2026-01-02,Desktop,Referral,224,7,433.65,1,0.464
2026-01-02,Tablet,Paid Search,244,0,0.0,0,0.504
2026-01-02,Tablet,Organic Search,226,6,346.55,0,0.316
2026-01-02,Tablet,Email,125,0,0.0,0,0.186
2026-01-02,Tablet,Social,147,2,197.54,0,0.527
2026-01-02,Tablet,Referral,114,4,273.99,0,0.445
2026-01-03,Mobile,Paid Search,689,15,1409.7,1,0.42
2026-01-03,Mobile,Organic Search,564,11,983.88,1,0.567
2026-01-03,Mobile,Email,421,16,1202.95,0,0.342
2026-01-03,Mobile,Social,451,9,554.09,0,0.318
2026-01-03,Mobile,Referral,297,2,135.07,0,0.5
2026-01-03,Desktop,Paid Search,539,18,1674.34,1,0.332
2026-01-03,Desktop,Organic Search,497,10,986.79,0,0.48
2026-01-03,Desktop,Email,275,13,1577.09,3,0.335
2026-01-03,Desktop,Social,338,12,761.99,2,0.523
2026-01-03,Desktop,Referral,227,5,403.11,0,0.441
2026-01-03,Tablet,Paid Search,235,6,567.2,0,0.279
2026-01-03,Tablet,Organic Search,219,5,422.57,0,0.125
2026-01-03,Tablet,Email,131,3,180.34,0,0.433
2026-01-03,Tablet,Social,149,3,372.99,0,0.535
2026-01-03,Tablet,Referral,117,1,93.56,0,0.334
2026-01-04,Mobile,Paid Search,669,10,725.44,0,0.335
2026-01-04,Mobile,Organic Search,615,13,813.34,1,0.375
2026-01-04,Mobile,Email,411,11,1232.15,1,0.354
2026-01-04,Mobile,Social,444,16,1491.08,1,0.438
2026-01-04,Mobile,Referral,334,7,520.68,0,0.472
2026-01-04,Desktop,Paid Search,508,15,1745.26,0,0.392
2026-01-04,Desktop,Organic Search,472,10,921.85,0,0.472
2026-01-04,Desktop,Email,293,4,329.44,1,0.488
2026-01-04,Desktop,Social,375,7,538.51,0,0.467
2026-01-04,Desktop,Referral,222,5,479.14,0,0.432
2026-01-04,Tablet,Paid Search,218,7,338.22,1,0.521
2026-01-04,Tablet,Organic Search,208,4,363.27,0,0.455
2026-01-04,Tablet,Email,140,7,764.72,1,0.539
2026-01-04,Tablet,Social,149,5,448.86,0,0.336
2026-01-04,Tablet,Referral,117,2,115.65,1,0.444
2026-01-05,Mobile,Paid Search,627,18,1346.22,0,0.393
2026-01-05,Mobile,Organic Search,653,12,768.42,2,0.387
2026-01-05,Mobile,Email,368,10,1228.87,0,0.383
2026-01-05,Mobile,Social,434,9,497.88,0,0.499
2026-01-05,Mobile,Referral,353,4,265.14,0,0.12
2026-01-05,Desktop,Paid Search,482,14,661.14,3,0.456
2026-01-05,Desktop,Organic Search,472,13,709.24,1,0.362
2026-01-05,Desktop,Email,291,5,585.38,1,0.46
2026-01-05,Desktop,Social,312,11,728.96,0,0.489
2026-01-05,Desktop,Referral,262,5,469.54,0,0.536
2026-01-05,Tablet,Paid Search,250,4,372.88,1,0.389
2026-01-05,Tablet,Organic Search,214,4,455.09,0,0.371
2026-01-05,Tablet,Email,123,2,185.19,0,0.233
2026-01-05,Tablet,Social,151,6,407.95,0,0.507
2026-01-05,Tablet,Referral,102,3,289.95,0,0.441
2026-01-06,Mobile,Paid Search,704,15,1164.59,0,0.511
2026-01-06,Mobile,Organic Search,646,8,618.76,0,0.414
2026-01-06,Mobile,Email,395,14,1590.26,2,0.25
2026-01-06,Mobile,Social,477,16,1711.57,1,0.574
2026-01-06,Mobile,Referral,355,6,335.05,0,0.391
2026-01-06,Desktop,Paid Search,533,7,483.85,0,0.459
2026-01-06,Desktop,Organic Search,463,16,1132.33,0,0.328
2026-01-06,Desktop,Email,285,13,1402.95,2,0.497
2026-01-06,Desktop,Social,344,14,597.84,2,0.518
2026-01-06,Desktop,Referral,267,8,681.26,0,0.544
2026-01-06,Tablet,Paid Search,223,5,374.22,0,0.41
2026-01-06,Tablet,Organic Search,207,7,373.17,0,0.386
2026-01-06,Tablet,Email,129,4,290.05,0,0.499
2026-01-06,Tablet,Social,152,3,231.5,1,0.427
2026-01-06,Tablet,Referral,114,1,82.76,1,0.474
2026-01-07,Mobile,Paid Search,684,17,1499.91,1,0.561
2026-01-07,Mobile,Organic Search,609,18,1373.0,0,0.362
2026-01-07,Mobile,Email,417,13,680.3,0,0.543
2026-01-07,Mobile,Social,454,9,468.47,0,0.503
2026-01-07,Mobile,Referral,326,10,727.22,1,0.531
2026-01-07,Desktop,Paid Search,525,17,1401.13,1,0.287
2026-01-07,Desktop,Organic Search,476,14,777.75,1,0.376
2026-01-07,Desktop,Email,295,13,1149.67,2,0.234
2026-01-07,Desktop,Social,323,8,624.82,1,0.396
2026-01-07,Desktop,Referral,240,5,595.13,0,0.433
2026-01-07,Tablet,Paid Search,233,4,359.61,0,0.354
2026-01-07,Tablet,Organic Search,215,7,549.85,2,0.482
2026-01-07,Tablet,Email,135,7,567.61,0,0.279
2026-01-07,Tablet,Social,146,1,86.8,0,0.386
2026-01-07,Tablet,Referral,113,2,103.82,0,0.449
2026-01-08,Mobile,Paid Search,681,18,1723.16,2,0.216
2026-01-08,Mobile,Organic Search,620,9,620.39,0,0.515
2026-01-08,Mobile,Email,393,16,1280.93,0,0.533
2026-01-08,Mobile,Social,458,11,777.03,2,0.424
2026-01-08,Mobile,Referral,317,10,708.5,0,0.472
2026-01-08,Desktop,Paid Search,512,6,703.9,0,0.439
2026-01-08,Desktop,Organic Search,448,8,560.9,0,0.385
2026-01-08,Desktop,Email,285,11,972.08,1,0.697
2026-01-08,Desktop,Social,369,11,780.43,0,0.374
2026-01-08,Desktop,Referral,239,6,261.58,0,0.436
2026-01-08,Tablet,Paid Search,217,5,469.26,0,0.458
2026-01-08,Tablet,Organic Search,217,5,457.69,1,0.34
2026-01-08,Tablet,Email,134,3,181.86,0,0.487
2026-01-08,Tablet,Social,163,5,396.66,0,0.348
2026-01-08,Tablet,Referral,118,8,560.68,0,0.341
2026-01-09,Mobile,Paid Search,700,13,987.97,1,0.586
2026-01-09,Mobile,Organic Search,674,12,879.79,0,0.412
2026-01-09,Mobile,Email,389,9,585.71,0,0.598
2026-01-09,Mobile,Social,482,9,763.13,0,0.252
2026-01-09,Mobile,Referral,328,3,197.97,0,0.501
2026-01-09,Desktop,Paid Search,538,6,654.06,1,0.41
2026-01-09,Desktop,Organic Search,478,14,887.41,0,0.367
2026-01-09,Desktop,Email,318,8,755.45,3,0.476
2026-01-09,Desktop,Social,344,9,594.08,1,0.463
2026-01-09,Desktop,Referral,238,3,181.93,0,0.29
2026-01-09,Tablet,Paid Search,235,5,400.98,1,0.392
2026-01-09,Tablet,Organic Search,220,3,252.59,0,0.537
2026-01-09,Tablet,Email,133,2,107.6,0,0.252
2026-01-09,Tablet,Social,148,1,47.66,0,0.13
2026-01-09,Tablet,Referral,109,0,0.0,0,0.358
2026-01-10,Mobile,Paid Search,695,11,417.07,1,0.338
2026-01-10,Mobile,Organic Search,650,12,907.42,1,0.596
2026-01-10,Mobile,Email,399,5,467.39,0,0.368
2026-01-10,Mobile,Social,457,12,1168.29,1,0.413
2026-01-10,Mobile,Referral,331,6,589.31,0,0.429
2026-01-10,Desktop,Paid Search,529,9,1097.66,1,0.221
2026-01-10,Desktop,Organic Search,470,5,316.83,1,0.476
2026-01-10,Desktop,Email,266,4,437.53,0,0.29
2026-01-10,Desktop,Social,357,13,1206.41,4,0.506
2026-01-10,Desktop,Referral,232,7,641.68,1,0.243
2026-01-10,Tablet,Paid Search,220,5,386.86,0,0.182
2026-01-10,Tablet,Organic Search,224,9,393.68,0,0.406
2026-01-10,Tablet,Email,137,3,313.67,0,0.47
2026-01-10,Tablet,Social,151,2,139.48,0,0.472
2026-01-10,Tablet,Referral,116,3,290.15,1,0.48
2026-01-11,Mobile,Paid Search,749,10,711.51,1,0.44
2026-01-11,Mobile,Organic Search,701,9,600.92,0,0.477
2026-01-11,Mobile,Email,351,13,1078.04,0,0.471
2026-01-11,Mobile,Social,439,14,1404.45,0,0.353
2026-01-11,Mobile,Referral,354,5,287.47,0,0.233
2026-01-11,Desktop,Paid Search,547,9,968.95,1,0.313
2026-01-11,Desktop,Organic Search,476,9,705.57,0,0.358
2026-01-11,Desktop,Email,286,10,802.14,2,0.517
2026-01-11,Desktop,Social,367,14,893.3,0,0.429
2026-01-11,Desktop,Referral,251,6,522.23,1,0.51
2026-01-11,Tablet,Paid Search,222,4,348.18,0,0.628
2026-01-11,Tablet,Organic Search,208,4,394.82,0,0.408
2026-01-11,Tablet,Email,127,7,486.63,1,0.491
2026-01-11,Tablet,Social,143,2,159.63,0,0.341
2026-01-11,Tablet,Referral,111,2,127.77,0,0.458
2026-01-12,Mobile,Paid Search,608,13,807.56,0,0.404
2026-01-12,Mobile,Organic Search,666,21,1960.55,1,0.549
2026-01-12,Mobile,Email,393,9,450.52,2,0.493
2026-01-12,Mobile,Social,442,9,838.37,0,0.493
2026-01-12,Mobile,Referral,344,2,165.59,0,0.387
2026-01-12,Desktop,Paid Search,525,13,1299.44,1,0.43
2026-01-12,Desktop,Organic Search,450,14,1159.16,1,0.445
2026-01-12,Desktop,Email,275,8,567.92,1,0.234
2026-01-12,Desktop,Social,311,7,541.15,0,0.516
2026-01-12,Desktop,Referral,222,6,509.25,0,0.386
2026-01-12,Tablet,Paid Search,238,8,686.78,0,0.459
2026-01-12,Tablet,Organic Search,208,2,185.78,0,0.443
2026-01-12,Tablet,Email,140,3,183.41,1,0.398
2026-01-12,Tablet,Social,139,6,667.3,0,0.412
2026-01-12,Tablet,Referral,106,3,247.26,0,0.392
2026-01-13,Mobile,Paid Search,728,15,1038.91,1,0.539
2026-01-13,Mobile,Organic Search,737,13,1354.5,0,0.551
2026-01-13,Mobile,Email,415,10,1241.23,1,0.315
2026-01-13,Mobile,Social,457,3,152.05,0,0.321
2026-01-13,Mobile,Referral,347,11,614.47,1,0.261
2026-01-13,Desktop,Paid Search,499,20,1232.43,3,0.346
2026-01-13,Desktop,Organic Search,516,9,726.9,1,0.526
2026-01-13,Desktop,Email,291,7,343.91,0,0.387
2026-01-13,Desktop,Social,322,9,600.02,1,0.443
2026-01-13,Desktop,Referral,265,13,678.42,0,0.472
2026-01-13,Tablet,Paid Search,236,4,296.53,0,0.418
2026-01-13,Tablet,Organic Search,209,5,373.73,1,0.338
2026-01-13,Tablet,Email,132,2,114.35,1,0.477
2026-01-13,Tablet,Social,141,8,600.11,1,0.327
2026-01-13,Tablet,Referral,108,0,0.0,0,0.491
2026-01-14,Mobile,Paid Search,704,19,2156.47,3,0.312
2026-01-14,Mobile,Organic Search,633,15,1784.24,0,0.273
2026-01-14,Mobile,Email,401,6,299.39,0,0.462
2026-01-14,Mobile,Social,439,4,390.77,0,0.434
2026-01-14,Mobile,Referral,347,6,434.98,0,0.258
2026-01-14,Desktop,Paid Search,462,12,1021.06,0,0.341
2026-01-14,Desktop,Organic Search,463,5,435.43,0,0.414
2026-01-14,Desktop,Email,298,12,1431.26,4,0.415
2026-01-14,Desktop,Social,322,11,1007.26,2,0.509
2026-01-14,Desktop,Referral,239,4,203.85,0,0.461
2026-01-14,Tablet,Paid Search,242,11,825.94,0,0.59
2026-01-14,Tablet,Organic Search,219,6,317.92,0,0.418
2026-01-14,Tablet,Email,124,4,325.72,0,0.549
2026-01-14,Tablet,Social,158,4,220.16,0,0.412
2026-01-14,Tablet,Referral,111,2,200.67,0,0.545
2026-01-15,Mobile,Paid Search,658,10,735.83,2,0.414
2026-01-15,Mobile,Organic Search,616,22,1717.76,0,0.23
2026-01-15,Mobile,Email,393,6,459.53,0,0.386
2026-01-15,Mobile,Social,508,8,473.69,2,0.323
2026-01-15,Mobile,Referral,343,7,582.74,0,0.501
2026-01-15,Desktop,Paid Search,534,11,1223.46,0,0.227
2026-01-15,Desktop,Organic Search,484,15,1022.03,3,0.454
2026-01-15,Desktop,Email,288,5,335.9,0,0.63
2026-01-15,Desktop,Social,315,8,628.18,0,0.54
